X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,ACCLASS,LEVEL,INVTYPE,TYPE,INVAGE,INJURY,condition,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND
-79.424808,43.643004,80490828,5001806026,2015,"October 20, 2015",1250,12,QUEEN ST W,BEACONSFIELD AVE,60 m West of,Major Arterial,43.643004,-79.424808,Intersection,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,25 to 29,Major,severely injured,Bicycle,Overtaking, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal
-79.32439,43.819645,7796512,1346813,2013,"March 16, 2013",1252,12,WARDEN AVE,STEELES AVE E, ,Major Arterial,43.819645,-79.32439,Intersection, ,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,65 to 69,Major,severely injured,Bicycle,Going Ahead, , , , , ,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Other,Normal
-79.41979,43.759545,5807861,1124219,2009,"September 11, 2009",1253,12,SHEPPARD Ave W,WELBECK Rd, ,Major Arterial,43.759545,-79.41979,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,55 to 59,Major,severely injured,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.300769,43.694762,80244799,5001207270,2015,"July 16, 2015",1253,12,EASTDALE AVE,GOODWOOD PARK CRES,35 m North of,Collector,43.694762,-79.300769,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,15 to 19,Major,severely injured, , , , ,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,Inattentive, , , 
-79.389858,43.679961,80793709,7003122371,2017,"December 3, 2017",1253,12,PRICE ST,YONGE ST,75 m East,Local,43.679961,-79.389858,Mid-Block,Non Intersection,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,75 to 79,Fatal,killed, , , , ,Vehicle is reversing and hits pedestrian,Other,Normal, , , 
-79.42189,43.659045,6174886,1182676,2010,"June 26, 2010",1254,12,SHAW St,HARBORD St, ,Minor Arterial,43.659045,-79.42189,Intersection,At Intersection,Traffic Signal,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,80 to 84,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.258769,43.736033,8000166,143250160,2014,"November 6, 2014",1254,12,MIDLAND AVE,GILDER DR, ,Major Arterial,43.736033,-79.258769,Intersection,At Intersection,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,40 to 44,Fatal,killed, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.54349,43.756345,5040685,1132127,2009,"October 21, 2009",1255,12,WESTON RD,FENMAR DR, ,Major Arterial,43.756345,-79.54349,Mid-Block,At Intersection,No Control,Rain,Fatal,fatal,Pedestrian,pedestrian,50 to 54,Fatal,killed,Other, , , ,Other / Undefined,Pushing/Working on Vehicle,Unknown, , , 
-79.38869,43.650445,5056222,1140739,2009,"November 9, 2009",1255,12,QUEEN Stre W,ST PATRICK Stre, ,Major Arterial,43.650445,-79.38869,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,35 to 39,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive, , , 
-79.574649,43.728125,80150470,4001467875,2014,"February 4, 2014",1255,12,KIPLING AVE,WESTHUMBER BLVD, ,Major Arterial,43.728125,-79.574649,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , 
-79.430972,43.674712,80565929,6001813893,2016,"October 12, 2016",1109,11,DAVENPORT RD,OSSINGTON AVE, ,Minor Arterial,43.674712,-79.430972,Intersection,Intersection Related,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,Over 95,Fatal,killed, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.54919,43.686445,5280222,1122468,2009,"July 28, 2009",1230,12,WINCOTT DR,SHEFFLEY CRES, ,Collector,43.686445,-79.54919,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,35 to 39,Major,severely injured,Bicycle,Other, , , , , ,"Cyclist loses control and strikes object (pole, ttc track)",Lost control,Normal
-79.38749,43.764545,5281066,1122772,2009,"August 5, 2009",1230,12,BAYVIEW AVE,401 C W BAYVIEW RAMP, ,Expressway,43.764545,-79.38749,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,40 to 44,Major,severely injured,Other, , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.272945,43.772895,80910262,7001991111,2017,"November 3, 2017",1202,12,PROGRESS AVE,MIDLAND AVE, ,Major Arterial,43.772895,-79.272945,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,30 to 34,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Medical or Physical Disability, , , 
-79.26119,43.752345,5338061,1028580,2008,"March 4, 2008",1230,12,2701 LAWRENCE AVE E, , ,Major Arterial,43.752345,-79.26119,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.42259,43.758945,5366719,1041453,2008,"June 3, 2008",1230,12,SENLAC RD,SHEPPARD AVE W, ,Major Arterial,43.758945,-79.42259,Intersection,At Intersection,Traffic Signal,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,70 to 74,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.54559,43.721345,5866177,1135839,2009,"October 20, 2009",1230,12,ALBION RD,ARMEL CRT, ,Major Arterial,43.721345,-79.54559,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.36039,43.754845,6189354,1188699,2010,"August 6, 2010",1230,12,LESLIE St,FARMSTEAD Rd, ,Major Arterial,43.754845,-79.36039,Intersection, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured,Other,Unknown, , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive, , , 
-79.42979,43.719245,6641416,1239456,2011,"June 16, 2011",1230,12,BATHURST ST,LAWRENCE AVE W, ,Major Arterial,43.719245,-79.42979,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,20 to 24,Major,severely injured,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Other,Normal
-79.405887,43.740344,7819564,1356635,2013,"May 16, 2013",1231,12,MILL ST,YONGE ST, ,Major Arterial,43.740344,-79.405887,Intersection,At Intersection,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,90 to 94,Fatal,killed, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.48769,43.706345,5862877,1137816,2009,"November 19, 2009",1232,12,LAWRENCE Ave W,CULFORD Rd, ,Major Arterial,43.706345,-79.48769,Intersection,At Intersection,Traffic Signal,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,10 to 14,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal, , , 
-79.41319,43.761045,6599221,1220905,2011,"January 10, 2011",1232,12,SHEPPARD AVE W,BEECROFT RD, ,Major Arterial,43.761045,-79.41319,Intersection, ,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,65 to 69,Major,severely injured,Other, , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.32339,43.819245,7812671,1353658,2013,"March 29, 2013",1232,12,78 EAGLEVIEW CRES, , ,Local,43.819245,-79.32339,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,70 to 74,Major,severely injured,Other, , , ,Vehicle is reversing and hits pedestrian,Other,Normal, , , 
-79.364093,43.771571,80892961,7003136062,2017,"December 5, 2017",1232,12,SHEPPARD AVE E,LESLIE ST,31 m East of,Major Arterial,43.771571,-79.364093,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,55 to 59,Major,severely injured, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.245418,43.755538,80503039,5000922282,2015,"June 2, 2015",1233,12,LAWRENCE AVE E,MCCOWAN RD, ,Major Arterial,43.755538,-79.245418,Intersection,At Intersection,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,70 to 74,Fatal,killed, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown, , , 
-79.18959,43.767645,5304598,1134547,2009,"October 5, 2009",1234,12,KINGSTON RD,LAWRENCE AVE E, ,Major Arterial,43.767645,-79.18959,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,15 to 19,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing marked crosswalk without ROW,Inattentive, , , 
-79.384792,43.647643,6182230,1185756,2010,"July 22, 2010",1234,12,KING ST W,UNIVERSITY AVE, ,Major Arterial,43.647643,-79.384792,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,15 to 19,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Improper Passing,Inattentive
-79.24639,43.711545,5387391,1050562,2008,"July 29, 2008",1235,12,KELSONIA AVE,SCARBORO CRES, ,Local,43.711545,-79.24639,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,45 to 49,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,Person Getting on/off Vehicle,Normal, , , 
-79.33229,43.662845,6688159,1259502,2011,"August 19, 2011",1235,12,QUEEN ST E,RUSHBROOKE AVE, ,Minor Arterial,43.662845,-79.33229,Intersection,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,85 to 89,Major,severely injured,Other, , , ,Vehicle is reversing and hits pedestrian,Other,Normal, , , 
-79.38619,43.709145,6709232,1268545,2011,"November 26, 2011",1235,12,EGLINTON AVE E,FORMAN AVE, ,Major Arterial,43.709145,-79.38619,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal, , , 
-79.348804,43.689421,80564417,6001220813,2016,"July 12, 2016",1235,12,PAPE AVE,COSBURN AVE,15 m South of,Major Arterial,43.689421,-79.348804,Intersection,Non Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,15 to 19,Major,severely injured,Bicycle,Going Ahead, , , , , ,Insufficient information (to determine cyclist crash type).,Lost control,Inattentive
-79.50639,43.600445,6659314,1246967,2011,"August 2, 2011",1236,12,LAKE SHORE BLVD W,EIGHTH ST, ,Major Arterial,43.600445,-79.50639,Intersection,At Intersection,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,85 to 89,Fatal,killed,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , 
-79.18509,43.768645,6157220,1175068,2010,"June 26, 2010",1110,11,LAWRENCE AVE E,MORNINGSIDE AVE, ,Minor Arterial,43.768645,-79.18509,Mid-Block,At Intersection,No Control,Other,Non-Fatal,non-fatal,Pedestrian,pedestrian,70 to 74,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , 
-79.38179,43.648245,7485222,1323889,2012,"September 25, 2012",1110,11,KING Stre W,BAY Stre, ,Major Arterial,43.648245,-79.38179,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,50 to 54,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal
-79.46599,43.734645,5397763,1055195,2008,"August 26, 2008",1111,11,PLEWES RD,ANCASTER RD, ,Collector,43.734645,-79.46599,Mid-Block, ,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,75 to 79,Fatal,killed,Other, , , ,Vehicle is reversing and hits pedestrian,Other,Unknown, , , 
-79.35929,43.663645,7427001,1299440,2012,"June 13, 2012",1111,11,GERRARD Stre E,RIVER Stre, ,Minor Arterial,43.663645,-79.35929,Intersection, ,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,50 to 54,Major,severely injured,Bicycle,Going Ahead, , , , , ,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal
-79.33059,43.681845,7875640,1380770,2013,"July 29, 2013",1111,11,DANFORTH Ave,LINNSMORE Cres, ,Major Arterial,43.681845,-79.33059,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,70 to 74,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , 
-79.401019,43.709098,80632258,6001790676,2016,"October 8, 2016",1113,11,DUPLEX AVE,MONTGOMERY AVE, ,Minor Arterial,43.709098,-79.401019,Intersection,At Intersection,Stop Sign,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,65 to 69,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.41509,43.683745,7856320,1372437,2013,"June 20, 2013",1115,11,ST CLAIR AVE W,WELLS HILL AVE, ,Major Arterial,43.683745,-79.41509,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,45 to 49,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,Person Getting on/off Vehicle,Normal, , , 
-79.467639,43.663241,80218099,4002874669,2014,"September 9, 2014",1115,11,ANNETTE ST,PACIFIC AVE, ,Minor Arterial,43.663241,-79.467639,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,80 to 84,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.346507,43.736434,80950729,8001689735,2018,"September 12, 2018",1115,11,LAWRENCE AVE E,THE DONWAY  W, ,Major Arterial,43.736434,-79.346507,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,80 to 84,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , 
-79.31349,43.726045,5203157,1088222,2009,"January 12, 2009",1116,11,EGLINTON AVE E,SLOANE AVE, ,Major Arterial,43.726045,-79.31349,Intersection, ,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,40 to 44,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.386615,43.650843,80503894,6000608721,2016,"April 10, 2016",1130,11,QUEEN ST W,UNIVERSITY AVE,14 m West of,Major Arterial,43.650843,-79.386615,Mid-Block,Non Intersection,Streetcar (Stop for),Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,30 to 34,Major,severely injured, , , , ,Pedestrian hit at mid-block,Person Getting on/off Vehicle,Normal, , , 
-79.400028,43.714556,80556059,5000193520,2015,"January 18, 2015",1130,11,ALBERTUS AVE,YONGE ST,3 m  of,Major Arterial,43.714556,-79.400028,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,30 to 34,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,Other,Normal, , , 
-79.428958,43.649501,80781642,7001542101,2017,"August 25, 2017",1130,11,DUNDAS ST W,GLADSTONE AVE,60 m East of,Minor Arterial,43.649501,-79.428958,Mid-Block,Non Intersection,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,30 to 34,Fatal,killed, , , , ,Pedestrian hit at mid-block,Running onto Roadway,Had Been Drinking, , , 
-79.396121,43.653273,80912513,8000460505,2018,"March 13, 2018",1130,11,DUNDAS STREET WEST,HURON STREET,20 m West of,Major Arterial,43.653273,-79.396121,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,70 to 74,Major,severely injured, , , , ,Pedestrian hit at mid-block,Coming From Behind Parked Vehicle,Inattentive, , , 
-79.452991,43.79074,80923405,8000134975,2018,"January 22, 2018",1130,11,THURMAN RD,STEELES AVE W, ,Major Arterial,43.79074,-79.452991,Intersection,At Intersection,Traffic Signal,Rain,Non-Fatal,non-fatal,Cyclist,cyclist,65 to 69,Major,severely injured,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal
-79.46869,43.696345,5294947,1128823,2009,"September 11, 2009",1132,11,CASTLEFIELD AVE,WOODBOROUGH AVE, ,Collector,43.696345,-79.46869,Intersection,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,55 to 59,Major,severely injured,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal
-79.35889,43.676145,6099390,1149291,2010,"January 22, 2010",1132,11,DANFORTH AVE,BROADVIEW AVE, ,Major Arterial,43.676145,-79.35889,Intersection,At Intersection,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,55 to 59,Fatal,killed,Other, , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.388622,43.769309,80632400,6002243964,2016,"December 19, 2016",1132,11,BAYVIEW AVE,BAYVIEW MEWS LANE, ,Major Arterial,43.769309,-79.388622,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,65 to 69,Major,severely injured, , , , ,Other / Undefined,Other,Normal, , , 
-79.267993,43.832644,7851071,1370122,2013,"August 13, 2013",1133,11,STEELES AVE E,MIDDLEFIELD RD, ,Major Arterial,43.832644,-79.267993,Intersection,At Intersection,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,40 to 44,Major,severely injured, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown, , , 
-79.43839,43.698245,5401045,1056625,2008,"September 6, 2008",1134,11,EGLINTON AVE W,ATLAS AVE, ,Major Arterial,43.698245,-79.43839,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,60 to 64,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , 
-79.32319,43.724945,5451693,1079532,2008,"December 3, 2008",1134,11,EGLINTON AVE E,ST DENNIS EGLINTON E RAMP, ,Major Arterial,43.724945,-79.32319,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,Running onto Roadway,Inattentive, , , 
-79.44299,43.650645,6805913,1263147,2011,"November 7, 2011",1134,11,DUNDAS ST W,STERLING RD, ,Minor Arterial,43.650645,-79.44299,Intersection,At Intersection,Stop Sign,Clear,Fatal,fatal,Cyclist,cyclist,35 to 39,Fatal,killed,Bicycle,Turning Right, , , , , ,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Improper Turn,Unknown
-79.251254,43.706267,80756966,7000983227,2017,"June 3, 2017",1134,11,RIDGEMOOR AVE,KINGSTON RD, ,Major Arterial,43.706267,-79.251254,Intersection,At Intersection,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,70 to 74,Fatal,killed, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.218875,43.743109,80787000,7000868429,2017,"May 17, 2017",1134,11,MARKHAM RD,EGLINTON AVE E, ,Major Arterial,43.743109,-79.218875,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.44589,43.792345,6804644,1241204,2011,"June 29, 2011",1135,11,STEELES AVE W,BATHURST ST, ,Major Arterial,43.792345,-79.44589,Intersection, ,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,75 to 79,Major,severely injured,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.44589,43.792345,6804645,1241204,2011,"June 29, 2011",1135,11,STEELES AVE W,BATHURST ST, ,Major Arterial,43.792345,-79.44589,Intersection, ,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,85 to 89,Fatal,killed,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.388912,43.670752,80168509,4002555153,2014,"July 23, 2014",1135,11,50 CUMBERLAND ST, , ,Collector,43.670752,-79.388912,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,70 to 74,Major,severely injured, , , , ,Vehicle is reversing and hits pedestrian,Other,Unknown, , , 
-79.44189,43.650445,6142299,1168396,2010,"May 13, 2010",1136,11,DUNDAS ST W,COLLEGE ST, ,Minor Arterial,43.650445,-79.44189,Mid-Block, ,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,65 to 69,Fatal,killed,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , 
-79.36729,43.649043,7893405,1387882,2013,"September 28, 2013",1136,11,LOWER SHERBOURNE Stre,THE ESPLANADE, ,Minor Arterial,43.649043,-79.36729,Intersection, ,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,80 to 84,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.54709,43.606045,5426054,1067454,2008,"October 31, 2008",1137,11,VALERMO DR,BROWNS LINE Driv, ,Major Arterial,43.606045,-79.54709,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,40 to 44,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal, , , 
-79.31589,43.692745,5807668,1114902,2009,"July 18, 2009",1137,11,WOODBINE AVE,MORTIMER AVE, ,Major Arterial,43.692745,-79.31589,Intersection,At Intersection,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,85 to 89,Fatal,killed,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive, , , 
-79.39919,43.655845,5807804,1122417,2009,"September 1, 2009",1203,12,SPADINA AVE,NASSAU ST, ,Major Arterial,43.655845,-79.39919,Intersection, ,Traffic Signal,Clear,Fatal,fatal,Cyclist,cyclist,65 to 69,Fatal,killed,Bicycle,Turning Left, , , , , ,Cyclist turned left across motorists path.,Disobeyed Traffic Control,Normal
-79.34449,43.740845,6596719,1219821,2011,"February 23, 2011",1203,12,DON MILLS RD,THE DONWAY  E, ,Major Arterial,43.740845,-79.34449,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,80 to 84,Major,severely injured,Other,Other, , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.38539,43.659745,7535654,1339683,2012,"December 14, 2012",1204,12,BAY ST,HAYTER ST, ,Major Arterial,43.659745,-79.38539,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,30 to 34,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,Running onto Roadway,Inattentive, , , 
-79.332813,43.662654,80162482,4002204042,2014,"June 2, 2014",1204,12,QUEEN ST E,JONES AVE, ,Minor Arterial,43.662654,-79.332813,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,70 to 74,Major,severely injured, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.399799,43.667445,80944450,8001064286,2018,"June 12, 2018",1204,12,ST GEORGE ST,BLOOR ST W, ,Major Arterial,43.667445,-79.399799,Intersection,At Intersection,Traffic Signal,Clear,Fatal,fatal,Cyclist,cyclist,55 to 59,Fatal,killed,Bicycle,Going Ahead, , , , , ,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Other,Unknown
-79.379688,43.647261,80974615,8001722956,2018,"September 17, 2018",1204,12,BAY ST,WELLINGTON ST W, ,Major Arterial,43.647261,-79.379688,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,30 to 34,Major,severely injured,Bicycle,Going Ahead, , , , , ,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Driving Properly,Normal
-79.28329,43.771745,5254018,1111047,2009,"May 15, 2009",1205,12,KENNEDY RD,ANTRIM CRES, ,Major Arterial,43.771745,-79.28329,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.413883,43.703459,80179134,4003224177,2014,"November 2, 2014",1205,12,EGLINGTON AVE,HEDDINGTON AVE, ,Major Arterial,43.703459,-79.413883,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.413883,43.703459,80179135,4003224177,2014,"November 2, 2014",1205,12,EGLINGTON AVE,HEDDINGTON AVE, ,Major Arterial,43.703459,-79.413883,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,30 to 34,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , 
-79.446079,43.685496,80950787,8001690114,2018,"September 12, 2018",1205,12,DUFFERIN ST,ROGERS RD, ,Major Arterial,43.685496,-79.446079,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,70 to 74,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Other,Other, , , 
-79.434474,43.640952,80948468,8001441387,2018,"August 6, 2018",1207,12,QUEEN ST W,DUNN AVE, ,Major Arterial,43.640952,-79.434474,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,65 to 69,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal, , , 
-79.565189,43.654746,7429803,1300673,2012,"June 25, 2012",1210,12,RATHBURN RD,THE EAST MALL, ,Expressway,43.654746,-79.565189,Mid-Block,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,80 to 84,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal
